,문서 번호,리뷰 데이터,Token,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
533,533,"선재야!!
혜윤씨의 덕분에 때문에 성공했다…….
어쩜 그리 사랑스러워","['선재', '혜윤', '덕분', '성공', '사랑']",4,0.2596,"[(4, 0.25961697), (14, 0.259611), (24, 0.25961557)]"
534,534,익숙하다시피 봐왔지만 그래도 볼만한 커플과 플롯.,"['커플', '플롯']",16,0.6795,"[(0, 0.012820666), (1, 0.012820666), (2, 0.012820666), (3, 0.012820666), (4, 0.012820666), (5, 0.012820666), (6, 0.012820666), (7, 0.012820666), (8, 0.012820666), (9, 0.012820666), (10, 0.012820666), (11, 0.012820666), (12, 0.012820666), (13, 0.012820666), (14, 0.012820666), (15, 0.012820666), (16, 0.67948335), (17, 0.012820666), (18, 0.012820666), (19, 0.012820666), (20, 0.012820666), (21, 0.012820666), (22, 0.012820666), (23, 0.012820666), (24, 0.012820666), (25, 0.012820666)]"
535,535,김혜윤 진짜 미친 재능과 노력... 나중에 여고괴담같은 공포도 찍어주면 좋겠다 표정이 워낙 다양하고 이목구비로 표현 다 너무 잘해서ㅠ,"['김혜윤', '재능', '노력', '나중', '여고', '괴담', '공포', '표정', '다양', '이목구비', '표현']",23,0.5096,"[(20, 0.25961095), (23, 0.5096141)]"
536,536,"리뷰러들이 기겁을 하는덴 다 이유가 있다
저딴 게 팬이면 난 그냥 음악 좋아하는 일반인임","['리뷰', '기겁', '이유', '음악', '일반인']",2,0.6795,"[(0, 0.012820654), (1, 0.012820654), (2, 0.67948365), (3, 0.012820654), (4, 0.012820654), (5, 0.012820654), (6, 0.012820654), (7, 0.012820654), (8, 0.012820654), (9, 0.012820654), (10, 0.012820654), (11, 0.012820654), (12, 0.012820654), (13, 0.012820654), (14, 0.012820654), (15, 0.012820654), (16, 0.012820654), (17, 0.012820654), (18, 0.012820654), (19, 0.012820654), (20, 0.012820654), (21, 0.012820654), (22, 0.012820654), (23, 0.012820654), (24, 0.012820654), (25, 0.012820654)]"
537,537,"보는 내내 입꼬리가 안내려오잖아~~~~
멋있는 선재도 한 몫 했지만 나보다 상대를 생각하는 선재솔의 찐찐찐사랑의 모습에 정말 힐링됐다. 가벼운 만남, 상대보다 나를 위한 만남에 질려버린 요즘 나도 누군가의 전부였을 때가 있었고 누군가 나의 전부 였을 때를 그리워했던 것 같다.
현실이나 상황보다는 상대방이 내 우주였던, 나는 다시 못할 경험인걸 알고 있어서 대리 만족했던 것 같다. 마음 한구석엔 여전히 그런 사랑을 하고 싶지만 겁이 나서 이젠 못해🥲🥲🥲
오랜만에 울고 웃고 힐링 했숩니당 고마운 드라마 🩷","['입꼬리', '선재', '상대', '생각', '선재', '사랑', '모습', '힐링', '만남', '상대', '만남', '요즘', '전부', '전부', '현실', '상황', '상대방', '우주', '경험', '대리', '만족', '마음', '한구석', '사랑', '오랜만', '힐링', '드라마']",5,0.9126,"[(5, 0.91258645)]"
538,538,"김혜윤 배우가 너무 사랑스럽고 변우석 배우는 너무 잘생겼어요.
재밌기는 한데 좀 오글거리는 부분이 있긴 하더라고요..ㅎㅎ","['김혜윤', '배우', '사랑', '변우석', '배우', '부분']",18,0.5192,"[(0, 0.019230817), (1, 0.019230817), (2, 0.019230817), (3, 0.019230817), (4, 0.019230817), (5, 0.019230817), (6, 0.019230817), (7, 0.019230817), (8, 0.019230817), (9, 0.019230817), (10, 0.019230817), (11, 0.019230817), (12, 0.019230817), (13, 0.019230817), (14, 0.019230817), (15, 0.019230817), (16, 0.019230817), (17, 0.019230817), (18, 0.5192296), (19, 0.019230817), (20, 0.019230817), (21, 0.019230817), (22, 0.019230817), (23, 0.019230817), (24, 0.019230817), (25, 0.019230817)]"
539,539,오랜만에 기다림의 설렘을 일깨워준 드라마,"['오랜만', '드라마']",5,0.5192,"[(0, 0.019230789), (1, 0.019230789), (2, 0.019230789), (3, 0.019230789), (4, 0.019230789), (5, 0.51923025), (6, 0.019230789), (7, 0.019230789), (8, 0.019230789), (9, 0.019230789), (10, 0.019230789), (11, 0.019230789), (12, 0.019230789), (13, 0.019230789), (14, 0.019230789), (15, 0.019230789), (16, 0.019230789), (17, 0.019230789), (18, 0.019230789), (19, 0.019230789), (20, 0.019230789), (21, 0.019230789), (22, 0.019230789), (23, 0.019230789), (24, 0.019230789), (25, 0.019230789)]"
540,540,메인컾 제외 모든 것이 재미가 없음,"['제외', '재미']",11,0.5192,"[(0, 0.019230815), (1, 0.019230815), (2, 0.019230815), (3, 0.019230815), (4, 0.019230815), (5, 0.019230815), (6, 0.019230815), (7, 0.019230815), (8, 0.019230815), (9, 0.019230815), (10, 0.019230815), (11, 0.5192296), (12, 0.019230815), (13, 0.019230815), (14, 0.019230815), (15, 0.019230815), (16, 0.019230815), (17, 0.019230815), (18, 0.019230815), (19, 0.019230815), (20, 0.019230815), (21, 0.019230815), (22, 0.019230815), (23, 0.019230815), (24, 0.019230815), (25, 0.019230815)]"
541,541,앞에 부분까지 괜찮았눈데 뒤에 갈수록 너무 많이 끌었던 것 같다,['부분'],16,0.5192,"[(0, 0.019230831), (1, 0.019230831), (2, 0.019230831), (3, 0.019230831), (4, 0.019230831), (5, 0.019230831), (6, 0.019230831), (7, 0.019230831), (8, 0.019230831), (9, 0.019230831), (10, 0.019230831), (11, 0.019230831), (12, 0.019230831), (13, 0.019230831), (14, 0.019230831), (15, 0.019230831), (16, 0.51922923), (17, 0.019230831), (18, 0.019230831), (19, 0.019230831), (20, 0.019230831), (21, 0.019230831), (22, 0.019230831), (23, 0.019230831), (24, 0.019230831), (25, 0.019230831)]"
542,542,보는데 5달걸리는중 왜케 진도가 안나가지...,['진도'],0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
543,543,김혜윤 하드캐리,"['김혜윤', '하드', '캐리']",0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
544,544,"내가 제일 싫어하는 게 뭔 줄 알아? 비 오는 거. 하루 종일 수영장 속에 있다 나왔는데 축축하게 비까지 내리면 그렇게 짜증나고 싫더라고. 근데, 너 처음 본 날 비가 왔거든? 그날은 좋았어. '평생 싫어했던 게 어떻게 한순간에 좋아져, 그날뿐이었겠지.' 했는데, 아니야. 지금도 안 싫어. 앞으로도 싫어질 것 같지가 않아. 비 오는 것도, 너도. 솔아, 내가 너 많이 좋아해","['하루', '종일', '수영장', '짜증', '그날', '평생', '순간', '그날']",25,0.8077,"[(25, 0.807689)]"
545,545,사람들이 왜 그렇게까지 열광하는지는 모르겠음 오글거령.... 근데 내가 오글거림을 진짜 못참는편이긴한데 진짜 견딜수가없어서 중도하차함.. 웬만하면 끝까지는 보는데 참을수가없었엉.. 유치함+오글거림+변우석 연기 중간중간 깸+팬과 아이돌의 연애라는 이상한 설정,"['사람', '열광', '거령', '중도', '하차', '변우석', '연기', '중간', '중간', '아이돌', '연애', '이상', '설정']",21,0.6777,"[(15, 0.12458016), (19, 0.109222114), (21, 0.67773473)]"
546,546,“기억은 사라지는 것이 아니라 영혼에 스미는 것.“,"['기억', '영혼']",3,0.6795,"[(0, 0.012820528), (1, 0.012820528), (2, 0.012820528), (3, 0.6794868), (4, 0.012820528), (5, 0.012820528), (6, 0.012820528), (7, 0.012820528), (8, 0.012820528), (9, 0.012820528), (10, 0.012820528), (11, 0.012820528), (12, 0.012820528), (13, 0.012820528), (14, 0.012820528), (15, 0.012820528), (16, 0.012820528), (17, 0.012820528), (18, 0.012820528), (19, 0.012820528), (20, 0.012820528), (21, 0.012820528), (22, 0.012820528), (23, 0.012820528), (24, 0.012820528), (25, 0.012820528)]"
547,547,가볍게 보기엔 이만한 로맨스코미디도 없을 듯,"['로맨스', '코미디']",11,0.5192,"[(0, 0.019230908), (1, 0.019230908), (2, 0.019230908), (3, 0.019230908), (4, 0.019230908), (5, 0.019230908), (6, 0.019230908), (7, 0.019230908), (8, 0.019230908), (9, 0.019230908), (10, 0.019230908), (11, 0.51922727), (12, 0.019230908), (13, 0.019230908), (14, 0.019230908), (15, 0.019230908), (16, 0.019230908), (17, 0.019230908), (18, 0.019230908), (19, 0.019230908), (20, 0.019230908), (21, 0.019230908), (22, 0.019230908), (23, 0.019230908), (24, 0.019230908), (25, 0.019230908)]"
548,548,"제목이...작품성 다 까먹네...
배우들 연기 좋고 연출 좋고 선재 시점이 정말 최고 였다
최근 로코중 상당한 수작중 하나","['제목', '작품', '배우', '연기', '연출', '선재', '시점', '최고', '최근', '상당', '수작']",7,0.3397,"[(7, 0.33974254), (17, 0.33298463), (18, 0.17983544)]"
549,549,"태성이가 큰일했다. 15화쯤 되면 솔이가 칼 들고 김영수 죽이러 갈 줄 알았음..ㅋㅋㅋㅋ ㅠㅠ
아기 토끼들 연애 진짜 설레ㅠㅠ
너무 귀엽다..... 91년생 96년생이 하복셔츠는 또 왜이렇게 잘어울림... 선재는 이름도 설렌다...
ost도 너무 청춘 그자체... 청춘이 뭔지... 첫사랑이 뭔지... 변우석 노래 왜 잘해..
그리고 1화부터 김혜윤 울 때마다 따라 울게 됨....ㅠㅠㅠㅠㅠㅠ 왤케 서럽게 우냐ㅠㅠ 연기 너무 잘해
하..너무 귀엽다 진짜...... 그리고 노란우산 첫만남 장면이 내내 하드캐리했다. 내 첫사랑도 덩달아 솔이가 된다... 너무 사랑스럽고 풋풋해...
너는 아름다운 기억,,, 누군가의 서툰 첫사랑,,,,~ 줄줄줄","['태성', '큰일', '김영수', '토끼', '연애', '하복', '셔츠', '선재', '이름', 'ost', '청춘', '자체', '청춘', '사랑', '변우석', '노래', '김혜윤', '연기', '해하', '우산', '만남', '장면', '하드', '캐리', '첫사랑', '사랑', '기억', '사랑']",19,0.5556,"[(9, 0.15347834), (18, 0.22772108), (19, 0.5556129)]"
550,550,"감독, 작가, 배우들 모두가 엄청 공들여서
만들어낸 작품이라는 게 티가 난다

잠깐이라도 질질끌거나 느슨해지는 에피소드가 하나 없었다
너무 짜임새가 좋아서 놀란 드라마

+)아이돌 덕질하는 유치한 내용인줄 알았는데 전혀 아님
한국판 상견니라는 느낌이 많이 들었음","['감독', '작가', '배우', '모두', '작품', '에피소드', '짜임새', '드라마', '아이돌', '내용', '국판', '상견', '니라', '느낌']",8,0.4235,"[(8, 0.4234957), (12, 0.124765985), (14, 0.28040847), (17, 0.094405554)]"
551,551,"캐릭터들 매력 있고 순간순간 장면 예쁘긴 한데
각본이 너무... 모든 게 우연이고 잘 납득도 안 가고 집중하기 어려운 드라마. 중간에 하차했다가 꾸역꾸역 결말까진 봤다","['캐릭터', '매력', '장면', '각본', '우연', '납득', '집중', '드라마', '중간', '하차', '결말']",16,0.4965,"[(16, 0.49649101), (21, 0.41119912)]"
552,552,김혜윤이 너무 귀여웠고 선재가 엄청나게 잘생겨보임,"['김혜윤', '선재']",0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
553,553,1화 엔딩은 길이길이 남을 엔딩이다.,"['엔딩', '엔딩']",0,0.0385,"[(0, 0.03846154), (1, 0.03846154), (2, 0.03846154), (3, 0.03846154), (4, 0.03846154), (5, 0.03846154), (6, 0.03846154), (7, 0.03846154), (8, 0.03846154), (9, 0.03846154), (10, 0.03846154), (11, 0.03846154), (12, 0.03846154), (13, 0.03846154), (14, 0.03846154), (15, 0.03846154), (16, 0.03846154), (17, 0.03846154), (18, 0.03846154), (19, 0.03846154), (20, 0.03846154), (21, 0.03846154), (22, 0.03846154), (23, 0.03846154), (24, 0.03846154), (25, 0.03846154)]"
554,554,"뻔한 타임슬립물인줄 알았지만 뻔하지 않은 스토리
기승전결이 완벽했던 드라마

솔직히 얼굴합이라고 하는 배우들의 비주얼은 어우러진다고 할 수 없지만 연기력과 완벽한 연출, 설정으로 인해 김혜윤 배우와 변우석 배우가 아니였으면 선재 업고 튀어는 존재하지도 않았다는 느낌","['타임', '슬립', '스토리', '기승전결', '완벽', '드라마', '얼굴', '배우', '비주얼', '연기력', '완벽', '연출', '설정', '김혜윤', '배우', '변우석', '배우', '선재', '존재', '느낌']",8,0.9126,"[(8, 0.9125863)]"
555,555,"'결과가 어떻게 될 지 알면서도 하는 선택도 있잖아.'
서로를 위한 선택의 결말이 행복이라 다행이었다","['결과', '선택', '서로', '선택', '결말', '행복', '다행']",8,0.8397,"[(8, 0.8397404)]"
556,556,재밌었지만 다시 돌려볼정도는 아닌듯,['정도'],9,0.5192,"[(0, 0.019230787), (1, 0.019230787), (2, 0.019230787), (3, 0.019230787), (4, 0.019230787), (5, 0.019230787), (6, 0.019230787), (7, 0.019230787), (8, 0.019230787), (9, 0.5192303), (10, 0.019230787), (11, 0.019230787), (12, 0.019230787), (13, 0.019230787), (14, 0.019230787), (15, 0.019230787), (16, 0.019230787), (17, 0.019230787), (18, 0.019230787), (19, 0.019230787), (20, 0.019230787), (21, 0.019230787), (22, 0.019230787), (23, 0.019230787), (24, 0.019230787), (25, 0.019230787)]"
557,557,무슨 드라마가 개연성은 없고 감정대로만 흘러감,"['드라마', '개연', '감정']",22,0.3462,"[(0, 0.012820593), (1, 0.012820593), (2, 0.012820593), (3, 0.012820593), (4, 0.012820593), (5, 0.012820593), (6, 0.012820593), (7, 0.012820593), (8, 0.012820593), (9, 0.012820593), (10, 0.012820593), (11, 0.012820593), (12, 0.012820593), (13, 0.012820593), (14, 0.012820593), (15, 0.012820593), (16, 0.012820593), (17, 0.012820593), (18, 0.012820593), (19, 0.012820593), (20, 0.012820593), (21, 0.012820593), (22, 0.3461535), (23, 0.3461523), (24, 0.012820593), (25, 0.012820593)]"
558,558,교복입었을때가 제일 재밌음,['교복'],23,0.5192,"[(0, 0.019230902), (1, 0.019230902), (2, 0.019230902), (3, 0.019230902), (4, 0.019230902), (5, 0.019230902), (6, 0.019230902), (7, 0.019230902), (8, 0.019230902), (9, 0.019230902), (10, 0.019230902), (11, 0.019230902), (12, 0.019230902), (13, 0.019230902), (14, 0.019230902), (15, 0.019230902), (16, 0.019230902), (17, 0.019230902), (18, 0.019230902), (19, 0.019230902), (20, 0.019230902), (21, 0.019230902), (22, 0.019230902), (23, 0.51922745), (24, 0.019230902), (25, 0.019230902)]"
559,559,태성 조아~😆👍⭐️ 태성이 제일 좋아!😍❣️ 태성 만세~!🙌,"['태성', '조아', '태성', '태성', '만세']",0,0.7596,"[(0, 0.7596151)]"
560,560,"개인적으로 느끼기에 뒤로 갈수록 더 오글거려서 아쉽 ㅠ
중간 부분이 잴 잼났고 김혜윤 연기력이 미친 드라마!","['개인', '부분', '김혜윤', '연기력', '드라마']",18,0.4928,"[(14, 0.27645475), (18, 0.49277362)]"
561,561,유튜브 요약본 4시간짜리 보면서 질질짬 ㅠ,"['유튜브', '요약']",25,0.5192,"[(0, 0.019230887), (1, 0.019230887), (2, 0.019230887), (3, 0.019230887), (4, 0.019230887), (5, 0.019230887), (6, 0.019230887), (7, 0.019230887), (8, 0.019230887), (9, 0.019230887), (10, 0.019230887), (11, 0.019230887), (12, 0.019230887), (13, 0.019230887), (14, 0.019230887), (15, 0.019230887), (16, 0.019230887), (17, 0.019230887), (18, 0.019230887), (19, 0.019230887), (20, 0.019230887), (21, 0.019230887), (22, 0.019230887), (23, 0.019230887), (24, 0.019230887), (25, 0.51922774)]"
562,562,"내가 드라마 촬영지까지(?) 다녀오게 하다니..
내 주변 90년대생 여자 중에 솔선 안 빠진 사람 없다. 선재 못 잃어… 그 시절 떠오르게 하는 많은 요소들과 포인트+고증 제대로인 스타일이나 순애보 남주, 피피엘 없는 것까지 다 좋다 (어찌보면 이렇게 뜰 줄 몰라서 피피엘이 안 들어온 거겠지만 그 동안의 많은 드라마들이 피피엘 탓에 얼마나 몰입이 깨졌는지 새삼 깨달았던 부분)

어디서 들었던 누군가의 말마따나 만약 선업튀가 피피엘 빵빵했다면, 살인범 찾느라 잠복하다가 선재가 솔이한테 커피사탕 하나 먹으라면서 까주고 그랬겠지..

중간에 연출이 바뀌어 대대적인 재촬영을 했다는데, 왠지 드라마 초반에 있었던 논란 탓에 재촬영했나싶더라. 그 기사를 봤던 기억이 나서 새삼 마음이 오묘해졌다. 이러나저러나 재촬영 전 샷들을 보니 넘 잘바꿨다 싶었음

드라마가 끝나고 느끼는 건 선재가 아닌 변우석 배우는 왠지 좀 매력이 떨어진 느낌. 앞으로 좋은 작품에서 또 볼 수 있기를 기대해본다

+개인적으로 혜윤 배우를 비롯해 새로운 얼굴의 배우들도 재발견하게 된 것 같음. 선업튀는 끝났지만 여전히 전 곡 ost는 몇 달 째 내 드라이브 리스트","['드라마', '촬영', '주변', '대생', '여자', '솔선', '사람', '선재', '시절', '요소', '포인트', '고증', '스타일', '순애보', '남주', '피피', '동안', '드라마', '피피', '몰입', '부분', '만약', '선업', '피피', '살인범', '잠복', '선재', '커피', '사탕', '중간', '연출', '대대', '촬영', '드라마', '초반', '논란', '촬영', '기사', '기억', '마음', '촬영', '드라마', '선재', '변우석', '배우', '매력', '작품', '기대', '개인', '혜윤', '배우', '얼굴', '배우', '발견', '선업', 'ost', '드라이브', '리스트']",25,0.201,"[(3, 0.11376824), (14, 0.19296469), (15, 0.1804247), (17, 0.15147914), (18, 0.1347211), (25, 0.20100042)]"
563,563,후반부로 갈수록 각본 구려짐..,"['후반부', '각본']",1,0.6795,"[(0, 0.012820564), (1, 0.67948586), (2, 0.012820564), (3, 0.012820564), (4, 0.012820564), (5, 0.012820564), (6, 0.012820564), (7, 0.012820564), (8, 0.012820564), (9, 0.012820564), (10, 0.012820564), (11, 0.012820564), (12, 0.012820564), (13, 0.012820564), (14, 0.012820564), (15, 0.012820564), (16, 0.012820564), (17, 0.012820564), (18, 0.012820564), (19, 0.012820564), (20, 0.012820564), (21, 0.012820564), (22, 0.012820564), (23, 0.012820564), (24, 0.012820564), (25, 0.012820564)]"
